SMILES,lambda_abs (raw),Score,step,dim1,dim2
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c5ccccc5n(-c5ccc(-c6ccc(N7c8ccccc8Sc8ccccc87)cc6)cc5)c4c3)cc2)cc1,353.9463,0.0164201,9,0.053233825,6.3381314
Cc1ccccc1-c1nc2cc(N)ccc2o1,332.0272,0.0025539,9,-1.9114323,8.131274
C=c1[nH]c(=O)sc1=Cc1cn(-c2ccc(Cl)cc2)cc1C#N,343.0605,0.006689,9,-1.503964,9.137363
COc1ccc(-c2nnc(N=Nc3ccc(NCC(=O)Nc4ccccc4Cl)c(Cl)c3)s2)cc1OC,478.2148,0.9268704,9,-1.887483,7.3773932
CCCCc1ccc(-c2ccc(C=Nc3ccc(N(C)C)cc3)o2)cc1,409.3586,0.693904,9,-0.13466267,9.4036255
CCCCCCn1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,375.2222,0.0968979,9,0.979687,6.759842
N#CC(=Cc1ccc(C=Cc2cc3ccc4cccc5ccc(c2)c3c45)cc1)c1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,407.333,0.6224441,9,4.09465,11.93108
Cn1cccc1-c1cccc(-c2cccc3c2ccc2cc4c(cc23)ONC(C)(C)CO4)c1,339.0999,0.0046134,9,-2.315708,7.7374134
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)cc2)s1,485.3795,0.8905095,9,8.775377,10.696958
CCn1c2ccccc2c2cc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)ccc21,335.6974,0.003432,9,-0.50667626,6.8894405
COc1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccc(=[N+](C)C)cc-3oc2c1,538.4069,0.1611899,9,-1.7503886,6.8699627
CCN(CC)c1ccc2sc(=NC#N)ccc2c1,462.3032,0.9764969,9,1.6424993,9.768499
COc1ccc(N(c2ccc(OC)cc2)c2ccc(S(=O)(=O)c3ccc4cc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)ccc4c3)cc2)cc1,378.9017,0.1292684,9,1.4164146,6.8456707
CCCCOc1ccc(N(c2ccc(CCCC)cc2)c2ccc(C=C3C(C#N)=C(CC)CC3=C(C#N)C#N)c(OCC)c2)cc1,531.0541,0.2634347,9,4.326991,7.1689506
CN(C)c1ccc(N=Nc2cccc3cccc(F)c23)cc1,442.9798,0.9577489,9,-0.32524475,9.745631
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)s3)cc2)cc1,529.4003,0.2867629,9,5.580142,7.309884
N#CC(C#N)=Cc1ccc(N2CCCCc3cc(-c4ccc(-c5ccc(C=C(C#N)C#N)s5)s4)ccc32)cc1,476.6919,0.9290803,9,7.356496,8.273795
Nc1cc([N+](=O)[O-])cc2oc(=O)[nH]c12,353.1004,0.0156782,9,-0.2918766,10.718442
CC(C)(C)C1(C#N)c2ccccc2-c2ccc(N(c3ccc(C#N)cc3)c3ccc(C#N)cc3)cc21,354.1476,0.0170032,9,0.7396252,6.2137256
COc1ccc(N(c2ccc(C=Cc3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)c2ccc(OC)cc2)cc1,431.4595,0.8863124,9,2.5417213,6.5615225
CCCCCCn1c(CCCCC)nc2nnnc(-c3ccc(-c4ccc(C#N)s4)s3)c21,380.2618,0.1455591,9,0.2982604,8.061029
O=c1ccc2ccccc2[nH]1,318.7169,0.000797,9,-2.241619,8.2799635
COc1ccc(OC)c(N(c2ccc3c(c2)oc2c(-c4cccc(N5C(=O)C(C)(C)c6ccccc65)c4)cccc23)c2ccc(OC)c3cc(OC)ccc23)c1,362.8457,0.0350111,9,-1.7780733,6.72892
CCCCCCOc1ccc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C=C(C#N)C#N)c(OCCCCCC)c1,450.8433,0.8941627,9,4.933052,7.6651163
CCCCCCSc1ccc2cc(C3(C)c4cc(C=C5C(=O)NC(=O)NC5=O)ccc4N(C)C3(C)C)c[n+](C)c2c1,523.7084,0.4009571,9,-0.13926606,8.518161
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3sc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccccc8)cc7)s6)s5)s4)cc3C#N)cc2)cc1,450.4371,0.9081947,9,3.71346,5.97245
COc1ccccc1-c1cc(C=C(C#N)C#N)c(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)n1-c1ccccc1,465.6958,0.928712,9,5.4055734,11.414205
N#CC(C#N)=Cc1ccc(Oc2cccc(N3c4ccccc4Sc4cc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)ccc43)c2)cc1,413.7121,0.7385431,9,6.0414143,10.475102
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(-c4sc(C=C(C#N)C#N)cc4-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)s1,490.3845,0.8753544,9,8.893859,10.888207
COc1ccc(C=C2Cc3ccccc3C(c3ccc(OC)cc3)=N2)cc1,383.9249,0.1971696,9,-1.9266931,6.574982
CCCCn1c(=O)c2ccccc2c2c(-c3ccc([N+](=O)[O-])cc3)nc(-c3ccc([N+](=O)[O-])cc3)nc21,356.9881,0.0213409,9,-0.21349657,10.157263
c1ccc(N(c2ccccc2)c2ccc(-c3cc4c(ccc5c4ccc4c6ccccc6ccc45)s3)cc2)cc1,379.0682,0.1330098,9,1.3220255,5.002787
CN(C)c1ccc2c(-c3ccc4ccc(=N)oc4c3)c3ccc(=N)cc-3oc2c1,525.6431,0.3772254,9,0.36653054,10.033508
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(c3)C(CCOCCCC)Sc3ccc(-c5ccc(-c6ccc(C=C(C#N)C#N)cc6)cc5)cc3-4)cc2)cc1,438.6918,0.8706016,9,4.949923,7.797982
CCN(CC)c1ccc(C=O)cc1C,359.6302,0.028008,10,0.038951546,9.052837
CCCCCCc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3cccn4cccc34)cc2)cc1,401.6526,0.5088649,10,2.0600646,7.9774847
CN=c1oc2c3ccc(N(C)C)cc3c3nc4cc(OC)c(OC)cc4nc3c2cc1-c1ccc(OC)cc1,493.1359,0.8726538,10,-1.5005634,6.919379
c1ccc(-c2cc(-c3cc4[nH]c5ccccc5c4s3)n[nH]2)cc1,338.7033,0.0045147,10,-2.1369612,7.9011335
CS(=O)(=O)N1CC(c2cccc3occc23)C1,275.5698,1.84e-05,10,-1.001746,8.706821
CCCCCCOc1ccc2nc(-c3ccc(C=Cc4ccc(C=Cc5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)cc4)o3)ccc2c1,431.8227,0.8693911,10,3.3039558,6.842129
CCCCCCN1c2ccccc2Sc2cc(N3c4ccccc4Sc4ccccc43)ccc21,331.9943,0.0024609,10,0.08678268,7.226876
CCN(CC)c1ccc(C=CC2=CC(=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)CC2)cc1,451.9162,0.9386111,10,2.1810923,8.614885
N#CC(=N)c1ccc(-c2ccc(N(c3ccc(N4CCCCC4)cc3)c3ccc(N(c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccc5ccccc5c4)cc3)cc2)cc1,421.4374,0.8214779,10,6.182355,10.815707
CCN(CC)c1ccc2c(c1)OC(c1ccc(N(C)C)cc1)=CC2=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,454.3979,0.9321994,10,1.963264,8.919113
CCCCCCOc1ccc(N(c2ccc(C=C(Br)Br)cc2)c2ccc(-c3cc4nc[nH]c(=O)c4s3)cc2)cc1,419.4586,0.8051004,10,4.160276,6.417087
O=C(c1ccc(N2Cc3ccccc3N=C2c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)s2)cc1)N1CCNCC1,421.4596,0.8303168,10,1.9825565,5.263018
NCCc1ccn2c(-c3ccc(F)cc3)cnc2c1,302.6098,0.0001959,10,-0.9762366,8.380964
O=C(C=Cc1ccc(N2CCCCC2)cc1)c1ccc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,422.9764,0.846277,10,-1.485126,10.2733
COc1cc(-c2ccc3c(c2)OCCO3)c2cc(-c3ccccc3)nc(-c3ccccc3)c2c1,367.9034,0.054916,10,-2.1029675,6.5628557
CCCCN(CCCC)c1ccc(C=Cc2ccc(-c3ccc([N+](=O)[O-])s3)s2)cc1,508.9521,0.7055281,10,1.3401314,8.634545
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(OCCCC)cc7)c7ccc(OCCCC)cc7)cc6)s5)n4-c4ccc(OCCCC)cc4)cc3)cc2)cc1,385.7013,0.2037432,10,3.7983415,6.1208625
CCCCC1(CCCC)c2ccccc2-c2cc3c(cc21)C1(CCCO3)c2ccccc2-c2ccccc21,324.0827,0.001234,10,-0.38957497,8.270108
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc5c(c4)S(=O)(=O)c4ccccc4N5C)s3)cc2)cc1,396.2346,0.4061508,10,2.5132682,5.77028
N#Cc1ccc2c(c1)c1ccccc1n2-c1ccc(N(c2ccc(F)cc2)c2ccc(-c3ccco3)s2)cc1,374.7364,0.0949173,10,-0.23463868,6.123652
CCCCCCCc1c(C=C(C#N)C#N)sc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)c1C#N,504.1276,0.7698626,10,6.37257,8.663908
N#CC(C#N)=Cc1ccc(-c2ccc(C=Cc3ccc(N(c4ccc(Br)cc4)c4ccc(C=Cc5cccs5)s4)cc3)s2)s1,493.0429,0.8617487,10,6.9537034,10.713221
O=[N+]([O-])c1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c(F)n2)cc1,432.2045,0.8846666,10,2.2521415,8.06252
CCCCn1c(C=Cc2ccc(N(c3ccc(C)cc3)c3ccc(OC)cc3)cc2)nc2cc(-c3cccs3)ccc21,407.2891,0.6331685,10,2.2035055,7.1698155
COc1cc(C=CC=C(c2ccc(Cl)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(OC)c1OC,384.3312,0.1942979,10,2.7244723,8.226869
CCCCn1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c2cc3c(cc21)C(C)(C)CS(=O)(=O)c1ccccc1-3,358.7857,0.0249098,10,0.9043266,6.363103
CCC1c2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2CN1c1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,358.0593,0.0232167,10,1.6893657,5.9817905
C=CSC=Cc1ccc(-c2ccc(N(c3ccc(C=Cc4nccs4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,422.3632,0.8284585,10,2.3242738,7.4947796
CCN(CC)c1ccc(-c2c(-c3cccc(OC)c3)c(=O)oc3ccc(N(CC)CC)cc23)cc1,420.0496,0.8263792,10,1.1554916,10.165674
COc1ccc(N(c2ccc(OCCCCN3CCN(C)CC3)cc2)c2ccc(-c3ccc(C(=N)N)s3)cc2)cc1,383.3658,0.1796129,10,3.3665926,5.9181204
CS(=O)(=O)c1cccc(C=C(C#N)C#N)c1,333.2976,0.0028568,10,4.8511667,9.390512
O=C1c2ccccc2Cc2c3ccccc3c3c(=O)c(F)c(F)cc-3n21,494.6873,0.8806835,10,-1.3947545,7.9577913
CCCCN1CCCc2cc(-c3sc(-c4ccc(N(c5ccc(Br)cc5)c5ccc(Br)cc5)cc4)cc3-c3ccc(C#N)cc3)ccc21,403.4603,0.5551721,10,-1.2714865,8.818822
C(=Cc1cc(-c2cccs2)cc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,391.664,0.3116366,10,2.398286,7.314558
O=Cc1ccc(F)c([N+](=O)[O-])c1,295.7861,0.0001056,10,-0.22724599,10.640807
CN(C)c1ccc2c(N(c3ccc(C=C(C#N)C#N)cc3)c3ccc(-c4ccc(N5CCN(c6ccc(C(F)(F)F)cc6)CC5)s4)cc3)cc(=O)oc2c1,458.7785,0.9199013,10,7.6373982,10.154997
O=[N+]([O-])c1cccn1Cc1ccco1,330.9688,0.0023109,10,-0.32384446,10.681247
O=c1c2ccccc2nc2c3ccccc3c3ccc(Br)cc3n12,353.387,0.0159645,10,-1.8198639,7.936499
CCN(CC)c1ccc(C=NCCCCC=Cc2ccc(N(C)C)cc2)cc1,345.2387,0.0079192,10,1.8843204,9.105912
COc1ccc(-c2nn(-c3ccccc3)nc2-c2cccc(OC)c2)cc1,290.1358,6.5e-05,10,-2.034309,6.4463267
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)cc1,346.4719,0.0087037,10,0.20679556,6.5116544
N#CC(C#N)=Cc1cnc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)[nH]1,482.368,0.9366537,10,6.1932325,12.367971
COc1ccc2c3cc(Br)ccc3n(C)c2c1,321.1297,0.000986,10,-1.1610622,7.4399843
CCCCC1(CCCC)c2cc(OC)ccc2-c2sc(-c3ccc(-c4ccc(N=Cc5ccccc5C=C(C#N)C#N)s4)s3)cc21,512.6633,0.6220131,10,5.9714246,8.521777
N#Cc1ccc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1,325.6368,0.001474,10,-1.7585536,9.2219515
N#CC(=Cc1ccc(Cl)c(C=Cc2ccccc2)c1)c1ccccc1,339.2902,0.0047361,10,3.8144145,11.563781
CCN(CC)c1cc2c(c(=C(C#N)C#N)c1)=C(c1ccccc1)C1CCCC21,518.4699,0.5406773,10,2.4035835,10.027738
Cn1c(-c2ccoc2)nc2ccccc21,286.8872,4.91e-05,10,-1.7185402,7.9203615
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)cc1,402.4869,0.5115521,11,3.6937644,6.112674
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)c(=O)o3)cc2)cc1,524.986,0.3766139,11,4.9156365,7.4584727
CCN(CC)c1ccc(C=Cc2ncco2)c(C=C(C#N)C#N)c1,486.8698,0.9362094,11,3.769367,10.21837
N#CC(C#N)=Cc1cn(-c2ccc(N(c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c3ccc(-c4cc(C#N)cc(N(c5ccccc5)c5ccccc5)c4)cc3)cc2)c2ccccc12,434.5029,0.8822615,11,5.9996037,11.648475
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3cc(=N)n(CCC)c4cc(C=C(C#N)C#N)ccc34)cc2)cc1,476.745,0.902605,11,5.0288677,7.957294
CCCCn1c2cc(-c3nc4ccc(N(CC)CC)cc4s3)sc2c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc21,433.1193,0.8899331,11,0.7865882,5.258437
N#CC1(C#N)C(Br)C1(C#N)C#N,265.4996,7.5e-06,11,-1.2707152,9.090649
CCCCc1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)c(N(CC)CC)c2)s1,417.1644,0.7719128,11,1.8623327,5.1246133
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(F)c5sc6ccccc6[n+]45)s3)s2)cc1,438.8355,0.9118777,11,7.4289575,10.88033
N#CC(=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,350.716,0.0127701,11,0.35094872,11.250908
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2cc(C#N)ccc2-c2ccc3sc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)cc3c2)cc1,378.6909,0.1246804,11,4.0778823,6.233942
CCN(CC)c1ccc(C(=O)Nc2ccc(C(=C=C(c3ccccc3)c3ccccc3)c3ccc(N(CC)CC)cc3)cc2)cc1,392.2334,0.3241853,11,0.932035,9.425134
Cc1cc(=O)n2ccc(=N)cc2[nH]1,338.5447,0.0044748,11,-0.6999096,9.045601
N#CC(C#N)=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,458.9373,0.9445762,11,5.1699886,11.426123
C=C1NC(=O)c2c(C#N)ccnc2O1,379.6242,0.1429465,11,-1.6604,9.113734
COc1ccc2c(c1)-c1cc(O)c(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc1C21C(=O)Nc2ccccc21,410.2542,0.6857976,11,-0.2650809,10.929378
CCCCCCOc1ccc(N(c2ccc3c(c2)CCCO3)c2ccc(C=Cc3ccc(OCCCCCC)c(N(c4ccc(OCCCCCC)cc4)c4ccc(OCCCCCC)cc4)c3)s2)cc1,425.4976,0.8196306,11,3.5988297,6.784817
CCCCS(=O)(=O)c1cc(Cl)cc2c(-c3ccc(C(F)(F)F)cc3)c3ccc(=N)cc-3oc12,473.1896,0.9420712,11,0.3525763,9.889784
CCCCCCOc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCCO4)s2)cc1,491.3584,0.8543918,11,5.291979,7.7185564
O=[N+]([O-])c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(C=C4C=C(c5ccccc5)Oc5ccccc54)cc3)cc2)cc1,462.2684,0.91786,11,2.1921468,8.093257
CCCCCCCCCCOc1cc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)n2CCCCCCCCCC)ccc1OCCCCCCC,338.6357,0.0041744,11,0.11439347,7.20252
COc1ccc(C#N)c(F)c1,275.5356,1.82e-05,11,-1.2092938,7.720718
COC1=CC(C)(N)C=C(c2ccc3cc(C#N)c(SC)cc3c2)O1,370.7996,0.0715479,11,-1.7137264,8.264805
CC(C)(C)Nc1cc2cc(C#N)sc2nc1CN1CCCC2CCCCC21,395.7468,0.4122693,11,-1.3750424,9.056085
N#CC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,394.4463,0.3714697,11,4.319587,12.140281
CN(C)c1ccc2nc(-c3cccc(O)c3)nn2c1,342.7138,0.0065047,11,-0.39775705,9.788849
Cc1nnc2cc(-c3ccc(-c4csc(-c5ccccc5)n4)cc3)ccn12,336.4161,0.0036934,11,-1.9061321,7.738233
CCOc1ccc2oc(=O)c(C(=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nc4ccccc4s3)cc2c1,430.509,0.8862028,11,2.46591,7.4591193
CCC(C#N)=Cc1cc(-c2cc3c(cc2OC)N2CCCC2O3)ccn1,376.6588,0.1142437,11,-1.1384591,9.128062
O=[N+]([O-])c1ccc(-c2c3ccccc3c(-c3ccc(-c4ccccc4)s3)c3cscc23)o1,495.1649,0.8593192,11,-0.4530528,10.60709
N#Cc1cc(O)c2ccccc2c1-c1cccc2ccccc12,325.8231,0.0014747,11,-2.487467,8.501419
N#CC(=O)c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])o3)s2)s1,432.9709,0.912092,11,-0.30815223,10.907237
N#CC(C#N)=Cc1ccc(-n2c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,413.6966,0.7370473,11,6.1786895,11.392327
CCOc1ccc(N2c3ccccc3Sc3cc(C=C4CCOC4=C(C#N)C#N)ccc32)cc1,502.5267,0.8014053,11,-0.12739052,7.0462193
CCCCCCN(CC)c1ccc(CN2C(F)(F)C(c3ccc(N(C)C)cc3)=C3SC(C=Cc4ccc(N(CCCCCC)CCCCCC)cc4F)=Nc4cc(N(C)C)ccc4C3C2(F)F)cc1,478.6268,0.8707121,11,1.0031759,8.554898
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4c3ccc(-c4ccc(-c5cccc6ccccc56)s4)cc3)cc2)s1,417.99,0.7917951,11,6.762078,9.741791
CCCCCCOc1ccc(N(c2ccc(Br)cc2)c2ccc(C(C#N)=Cc3ccc(-c4ccc(-c5ccc(N(c6ccc(OCCCCCC)cc6)c6ccc(N(CCCCCC)c7ccc(C(C)=O)cc7)cc6)cc5)s4)cc3)cc2)cc1,452.0539,0.8673991,11,5.3313,7.8006334
CC(C)(C)c1ccc2c(c1)c1ccc(-c3ccc(C=C(C#N)C#N)s3)cc1n2-c1ccc(-c2nc(-c3ccccc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,450.26,0.9200774,11,9.323582,10.079196
CCCCCN1c2ccccc2C(C)(C)c2cc(-c3cc4c(s3)=CC(F)(F)C(=c3sc(=Cc5sccc5C)s3)C=4)ccc21,570.9456,0.0107231,11,-0.3081621,8.074852
COc1cc(OC)c(-c2sc(-c3ccc4ccccc4c3)cc2C(C)(C)C)cc1-c1ccc(N(c2ccccc2)c2ccc(-c3ccc(N4c5ccccc5CC4(C)C)cc3)cc2)cc1,354.4668,0.0170409,11,1.7814766,5.800876
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3nc(-c4cc(-c5nnc(-c6ccc(N(C)C)cc6)n5-c5ccc(C)cc5)nc(C5CC5)c4)ns3)cc2)cc1,397.3485,0.4148863,11,3.7216861,6.3190727
CC1(C)c2ccccc2N(c2ccc3nc(-c4ccccc4)c(-c4cc(C#N)cc(N(c5ccccc5)c5ccccc5)c4C(F)(F)F)cc3c2)c2cc(C#N)ccc21,386.9291,0.2321953,11,0.645095,6.0063796
c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,375.567,0.1005299,11,0.81581753,5.3938985
CCN(CC)c1ccc2cc(C=Cc3ccc4c(c3)c3ccccc3n4-c3ccccc3)oc2c1,408.9025,0.671428,11,0.10034024,6.321783
COc1ccc(NC(C=C(C#N)SCC(C)C#N)=C(C#N)C#N)cc1,467.2365,0.9620263,11,2.643196,9.586898
Cc1cccc2c1nc(N)c1ccccc12,326.9204,0.0016297,11,-2.2012327,8.140137
CC1(C)c2ccccc2-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)c4ccccc34)ccc21,363.3722,0.03728,11,1.0135489,5.6649585
Brc1ccccc1N=Nc1cccc2ccccc12,433.1095,0.9301813,11,-2.5696974,8.04819
COc1cc(-c2ccc3sc(C=CSC)nc3c2)cc(OC)c1OC,368.8177,0.0603611,11,-2.0428877,7.150774
CN1CCN(c2ccc3c(c2)oc2ccc(-c4ccc(C=C(C#N)C#N)s4)cc23)CC1,444.8177,0.947968,11,7.282265,8.545492
N#CC(=Cc1ccc(C#N)cc1)c1ccc(F)cc1,333.6678,0.0029395,11,3.9951055,12.047887
CCCCCCOc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(N(c4ccc(C=C(C#N)C#N)cc4)c4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc2)cc1,468.6397,0.8883205,12,4.8752494,7.998724
Cc1cccc(C(=O)Nc2ccc(C=C(C#N)c3ccc(C=C(C#N)C#N)s3)cc2)c1,470.0757,0.9610983,12,5.427168,9.077255
O=[N+]([O-])c1ccc(C=Cc2ccc3ccc4cccc5ccc2c3c45)cc1,395.3464,0.3875341,12,-0.16746081,10.6457815
CCCCC(CC)Cc1ccc(N(c2ccc(F)cc2)c2ccc(N(c3ccc(C=C(C#N)c4cnc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)cc3)c3ccc(-c4ccc(N(c5ccc(F)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4-c4ccc(C#N)cc4)cc3)s2)cc1,476.041,0.8795775,12,6.5257254,11.360427
O=C1CC(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)N1C1(c2ccccc2)c2ccccc2-c2ccccc21,431.9338,0.8880018,12,2.0723383,7.7281957
CCN(CC)c1ccc(-c2nc3c(C)cc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3s2)cc1,390.4078,0.2910873,12,1.4761773,9.316888
COc1ccc2nc(-c3cccc4cc(F)ccc34)ncc2n1,341.3114,0.0057095,12,-2.1161375,7.894062
N#CC(C#N)=Cc1ccc(-c2ccnn2-c2cccs2)s1,401.8278,0.5455129,12,6.8001337,8.4958
CCCCCCOc1ccc(N(c2ccc(OC)cc2)c2ccc3cc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(OCCCCCC)cc7)c7ccc(OCCCCCC)cc7)s6)cc5)s4)sc3c2)cc1,435.4688,0.8671188,12,3.7950392,5.993462
CCN(CC)c1ccc(N=Nc2ccc(CO)cc2)cc1,443.1353,0.9670207,12,1.6447166,9.668069
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(-c4ccsc4)cc3C3c4ccccc4-c4ccccc43)cc2)s1,421.9632,0.8365251,12,7.2704673,8.470368
O=c1c(-c2ccccc2)cnc2sc(-c3cccc(Br)c3)cn12,350.683,0.0128326,12,-2.008155,8.015977
CCCCCc1ccc(N(c2ccc(F)cc2)c2ccc(-c3ccc(-c4cc(F)cc(F)c4F)c4nsnc34)cc2)cc1,457.2398,0.9167227,12,1.292208,6.681629
CN(C)c1ccc(C2=CC(=Cc3cc(C=Cc4ccc5ccc(N(C)C)cc5c4)ncn3)C(=O)N2c2ccccc2)cc1,475.8615,0.9251092,12,-0.4097813,9.813815
CCCCCN1C2=C(C=CC3=C(C=C(C#N)C#N)CC(CCC)(CCC)C3=C2)C(CCC)(CCC)c2cc3c(cc21)Sc1ccccc1N3CCCC,617.5378,0.0001817,12,5.930066,9.405745
CCCCCCOc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)N(C#N)C(=CC=C3C(=O)N(CCCC)C(=O)C3CCC=CCCCCCCCN=CC3=C(O)CC(C)(C)CC3=O)S4)cc2)cc1,500.3058,0.750987,12,4.06165,6.808151
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1,507.6916,0.7362863,12,6.900147,12.64444
N#CC(C#N)=Cc1ccc(N(c2ccc(-c3cccs3)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,490.4988,0.8833781,12,7.901649,10.303
CCCCCCN(CCCCCC)c1ccc2c(-c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)c3ccc(C#N)cc3c(-c3cc(OC)cc(OC)c3)c2c1,476.6606,0.8937832,12,-1.1469862,6.3955603
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)o1,496.6014,0.8533963,12,8.261308,11.830597
CCCCCCOc1ccc(N(CCCCCC)c2ccc(-c3ccc(-c4ccc(N(c5ccc(-c6ccc(C=C(C#N)C#N)s6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)cc2)cc1,504.4565,0.7333602,12,5.777542,7.323216
