dataset,chembl_id,pref_name,smiles,inchikey,scaffold_class,core_name_ru,core_smiles,ring_system,chem_class,typical_use,core_examples,all_matched_cores,n_matched_cores,is_multicore,murcko_scaffold,murcko_generic,mw,heavy_atoms,clogp,tpsa,hbd,hba,rotb,rings,aromatic_rings,fsp3,n_stereocenters,qed,max_phase,natural_product
chembl_scaffold_classes_set2,CHEMBL1322755,,Cc1cc2nc(N)sc2cc1[N+](=O)[O-],FLAOAQNZIYKJTF-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc2scnc2c1,C1CCC2CCCC2C1,209.23,14,2.095,82.05,1,5,1,2,2,0.125,0,0.58,,0
chembl_scaffold_classes_set2,CHEMBL1322783,,CC(C)Oc1ccc(Cn2c(=O)sc3ccccc32)cc1,VPKBEVUEBCFSBU-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=c1sc2ccccc2n1Cc1ccccc1,CC1CC2CCCCC2C1CC1CCCCC1,299.4,21,3.899,31.23,0,3,4,3,3,0.2353,0,0.73,,0
chembl_scaffold_classes_set2,CHEMBL1322803,,Cc1ccc(NP(=O)(c2ccccc2)c2nc3ccccc3s2)cc1,HDBHXXPOEUWRPB-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=P(Nc1ccccc1)(c1ccccc1)c1nc2ccccc2s1,CC(CC1CCCCC1)(C1CCCCC1)C1CC2CCCCC2C1,364.41,25,4.946,41.99,1,3,4,4,4,0.05,1,0.52,,0
chembl_scaffold_classes_set2,CHEMBL1322811,,Cc1csc(NC(=O)CCn2c(=O)sc3ccccc32)n1,LDVRMIBHMMUCJM-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CCn1c(=O)sc2ccccc21)Nc1nccs1,CC(CCC1C(C)CC2CCCCC21)CC1CCCC1,319.41,21,2.857,63.99,1,5,4,3,3,0.2143,0,0.8,,0
chembl_scaffold_classes_set2,CHEMBL1322817,,CN(C)CCCN(C(=O)c1ccc2c(c1)OCCO2)c1nc2ccccc2s1,AYFUOLUJSOEUHX-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1ccc2c(c1)OCCO2,CC(CC1CC2CCCCC2C1)C1CCC2CCCCC2C1,397.5,28,3.666,54.9,0,6,6,4,3,0.3333,0,0.64,,0
chembl_scaffold_classes_set2,CHEMBL1322864,,N=c1sc2ccccc2n1CCS,FDXBMBDPQZQHPH-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,N=c1[nH]c2ccccc2s1,CC1CC2CCCCC2C1,210.33,13,2.112,28.78,2,3,2,2,2,0.2222,0,,,0
chembl_scaffold_classes_set2,CHEMBL1322992,,CCN(CC)CCN(C(=O)CCOc1ccccc1)c1nc2ccc(F)cc2s1,DQWVQFNNWTVFON-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CCOc1ccccc1)Nc1nc2ccccc2s1,CC(CCCC1CCCCC1)CC1CC2CCCCC2C1,415.53,29,4.579,45.67,0,5,10,3,3,0.3636,0,0.49,,0
chembl_scaffold_classes_set2,CHEMBL1323187,,O=C(OCc1nc2ccccc2s1)c1cccc(N2C(=O)CCC2=O)c1,WGAIABYRNAOVQF-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(OCc1nc2ccccc2s1)c1cccc(N2C(=O)CCC2=O)c1,CC(CCC1CC2CCCCC2C1)C1CCCC(C2C(C)CCC2C)C1,366.4,26,3.307,76.57,0,6,4,4,3,0.1579,0,0.52,,0
chembl_scaffold_classes_set2,CHEMBL1323279,,COc1ccccc1OC(C)C(=O)Nc1ccc(-c2nc3ccccc3s2)cc1,IQDOLKDVKQMZQM-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(COc1ccccc1)Nc1ccc(-c2nc3ccccc3s2)cc1,CC(CCC1CCCCC1)CC1CCC(C2CC3CCCCC3C2)CC1,404.49,29,5.378,60.45,1,5,6,4,4,0.1304,1,0.47,,0
chembl_scaffold_classes_set2,CHEMBL1323312,,NC(=O)c1oc2ccccc2c1NC(=O)c1nc2ccccc2s1,NPCSIMPBMCETOA-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1coc2ccccc12)c1nc2ccccc2s1,CC(CC1CCC2CCCCC21)C1CC2CCCCC2C1,337.36,24,3.394,98.22,2,5,3,4,4,0.0,0,0.6,,0
chembl_scaffold_classes_set2,CHEMBL1323577,,COc1ccc(OC)c(NC(=O)CSc2nnc(Cn3c(=O)sc4ccccc43)n2C)c1,VUTSLDUBDDMAHJ-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CSc1nnc(Cn2c(=O)sc3ccccc32)[nH]1)Nc1ccccc1,CC(CCC1CCC(CC2C(C)CC3CCCCC32)C1)CC1CCCCC1,471.56,32,2.988,100.27,1,8,8,4,4,0.2381,0,0.39,,0
chembl_scaffold_classes_set2,CHEMBL1323595,,O=C(Nc1nc2ccc(S(=O)(=O)N3CCCCC3)cc2s1)c1cccnc1,DZMMJXLIYCAADR-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccc(S(=O)(=O)N3CCCCC3)cc2s1)c1cccnc1,CC(CC1CC2CCC(C(C)(C)C3CCCCC3)CC2C1)C1CCCCC1,402.5,27,3.118,92.26,1,6,4,4,3,0.2778,0,0.72,,0
chembl_scaffold_classes_set2,CHEMBL1323658,,CCCC(=O)Nc1nc2c(OC)ccc(OC)c2s1,MDOQCFJROVXFBW-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc2scnc2c1,C1CCC2CCCC2C1,280.35,19,3.052,60.45,1,5,5,2,2,0.3846,0,0.91,,0
chembl_scaffold_classes_set2,CHEMBL1323799,,O=C(OCc1nc2ccccc2s1)c1cccc(S(=O)(=O)N2CCOCC2)c1,NGHKDTZHRCAVFD-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(OCc1nc2ccccc2s1)c1cccc(S(=O)(=O)N2CCOCC2)c1,CC(CCC1CC2CCCCC2C1)C1CCCC(C(C)(C)C2CCCCC2)C1,418.5,28,2.674,85.8,0,7,5,4,3,0.2632,0,0.59,,0
chembl_scaffold_classes_set2,CHEMBL1323864,,Cc1ccc2sc(N(CCCN(C)C)C(=O)c3nc4ccccc4s3)nc2c1C,LURANIDCNOHTRF-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1nc2ccccc2s1,CC(CC1CC2CCCCC2C1)C1CC2CCCCC2C1,424.6,29,5.121,49.33,0,6,6,4,4,0.3182,0,0.43,,0
chembl_scaffold_classes_set2,CHEMBL1323872,,COc1ccccc1N1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,WYBZIJBKCXMOCE-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,C1=CN(c2ccccc2)C=CC1=Cc1[nH+]c2ccccc2s1,C1CCC(C2CCC(CC3CC4CCCCC4C3)CC2)CC1,375.52,27,5.446,16.35,0,3,3,4,3,0.1739,0,0.57,,0
chembl_scaffold_classes_set2,CHEMBL1324052,,Cc1ccc(NC(=S)N2CCC(c3nc4ccccc4s3)CC2)cc1C,PXPDQLFFTMJSNY-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,S=C(Nc1ccccc1)N1CCC(c2nc3ccccc3s2)CC1,CC(CC1CCCCC1)C1CCC(C2CC3CCCCC3C2)CC1,381.57,26,5.49,28.16,1,3,2,4,3,0.3333,0,0.59,,0
chembl_scaffold_classes_set2,CHEMBL1324080,,Clc1cccc2sc(N3CCN(c4ccccc4)CC3)nc12,XFUSOUZKMFKPKM-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc(N2CCN(c3nc4ccccc4s3)CC2)cc1,C1CCC(C2CCC(C3CC4CCCCC4C3)CC2)CC1,329.86,22,4.276,19.37,0,4,2,4,3,0.2353,0,0.7,,0
chembl_scaffold_classes_set2,CHEMBL1324098,,CCC(C)(C)N=C(S)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,DNZUJFYJFARAQY-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc(-c2nc3ccccc3s2)cc1,C1CCC(C2CC3CCCCC3C2)CC1,369.56,25,6.158,37.28,2,3,4,3,3,0.3,0,0.33,,0
chembl_scaffold_classes_set2,CHEMBL1324212,,O=C(Cn1c(=O)sc2ccccc21)Nc1nc2c(s1)CCCC2,XKJHWGYQEGZTMG-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Cn1c(=O)sc2ccccc21)Nc1nc2c(s1)CCCC2,CC(CC1CC2CCCCC2C1)CC1C(C)CC2CCCCC21,345.45,23,3.037,63.99,1,5,3,4,3,0.3125,0,0.79,,0
chembl_scaffold_classes_set2,CHEMBL1324397,,CCCCN(CC)S(=O)(=O)c1ccc(C(=O)N(CCCN(C)C)c2nc3cc(C)cc(C)c3s2)cc1,HSEDPKVWJRSING-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1ccccc1,CC(CC1CC2CCCCC2C1)C1CCCCC1,530.76,36,5.322,73.82,0,6,12,3,3,0.4815,0,0.32,,0
chembl_scaffold_classes_set2,CHEMBL1324408,,Cc1ccc2nc(NC(=O)CCn3cccc3)sc2c1,GNBLGPRKMYUYET-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CCn1cccc1)Nc1nc2ccccc2s1,CC(CCC1CCCC1)CC1CC2CCCCC2C1,285.37,20,3.435,46.92,1,3,4,3,3,0.2,0,0.8,,0
chembl_scaffold_classes_set2,CHEMBL1324650,,O=C(CCCc1nc2ccccc2s1)Nc1ccccc1,AECXGLIWULKBPF-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CCCc1nc2ccccc2s1)Nc1ccccc1,CC(CCCC1CC2CCCCC2C1)CC1CCCCC1,296.4,21,4.258,41.99,1,3,5,3,3,0.1765,0,0.76,,0
chembl_scaffold_classes_set2,CHEMBL1324723,,COc1cc2ccccc2cc1C(=O)N(CCN(C)C)c1nc2c(OC)ccc(OC)c2s1,AKYVRGYXXUMSTM-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1ccc2ccccc2c1,CC(CC1CC2CCCCC2C1)C1CCC2CCCCC2C1,465.58,33,4.684,64.13,0,7,8,4,4,0.28,0,0.38,,0
chembl_scaffold_classes_set2,CHEMBL1324748,,CS(=O)(=O)c1ccc2nc(NC(=O)Nc3ccc(Cl)cc3)sc2c1,IOUQWPADOINHIS-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1ccccc1)Nc1nc2ccccc2s1,CC(CC1CCCCC1)CC1CC2CCCCC2C1,381.87,24,3.997,88.16,2,5,3,3,3,0.0667,0,0.72,,0
chembl_scaffold_classes_set2,CHEMBL1324809,,NS(=O)(=O)c1ccc2nc(NC(=O)COc3ccc(Cl)cc3Cl)sc2c1,HEZVWSSZQLGBHT-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(COc1ccccc1)Nc1nc2ccccc2s1,CC(CCC1CCCCC1)CC1CC2CCCCC2C1,432.31,26,3.268,111.38,2,6,5,3,3,0.0667,0,0.64,,0
chembl_scaffold_classes_set2,CHEMBL1324892,,CS(=O)(=O)c1ccc2nc(NC(=O)c3cc4ccccc4o3)sc2c1,LWOAKRUHJSXTEA-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1cc2ccccc2o1,CC(CC1CC2CCCCC2C1)C1CC2CCCCC2C1,372.43,25,3.698,89.27,1,6,3,4,4,0.0588,0,0.59,,0
chembl_scaffold_classes_set2,CHEMBL1324912,,O=C(COC(=O)/C=C/c1nc2ccccc2s1)Nc1ccccc1Oc1ccccc1,MZKCWUKCODETCL-CCEZHUSRSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(COC(=O)C=Cc1nc2ccccc2s1)Nc1ccccc1Oc1ccccc1,CC(CCC(C)CCC1CC2CCCCC2C1)CC1CCCCC1CC1CCCCC1,430.49,31,5.284,77.52,1,6,7,4,4,0.0417,0,0.32,,0
chembl_scaffold_classes_set2,CHEMBL1326010,,Cc1ccc(C)c(S(=O)(=O)Nc2ccc3scnc3c2)c1,PWGKTMAHFLRPIL-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=S(=O)(Nc1ccc2scnc2c1)c1ccccc1,CC(C)(CC1CCC2CCCC2C1)C1CCCCC1,318.42,21,3.714,59.06,1,4,3,3,3,0.1333,0,0.8,,0
chembl_scaffold_classes_set2,CHEMBL1326068,,O=C(Nc1nc2c(F)cc(F)cc2s1)C1CCN(C(=O)c2ccc(F)cc2)CC1,WWRTYHKRSFAITC-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)C1CCN(C(=O)c2ccccc2)CC1,CC(CC1CC2CCCCC2C1)C1CCC(C(C)C2CCCCC2)CC1,419.43,29,4.205,62.3,1,4,3,4,3,0.25,0,0.69,,0
chembl_scaffold_classes_set2,CHEMBL1326164,,CN(C)S(=O)(=O)c1ccc2nc(NC(=O)c3cccs3)sc2c1,GBTHDCJMNYIKOS-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1cccs1,CC(CC1CC2CCCCC2C1)C1CCCC1,367.48,23,2.86,79.37,1,6,4,3,3,0.1429,0,0.77,,0
chembl_scaffold_classes_set2,CHEMBL1326187,,O=C(O)CSCC(=O)N1CCCN(c2nc3ccc(Cl)cc3s2)CC1,LORXUWPWJBYCIR-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc2sc(N3CCCNCC3)nc2c1,C1CCCC(C2CC3CCCCC3C2)CC1,399.93,25,2.806,73.74,1,6,5,3,2,0.4375,0,0.83,,0
chembl_scaffold_classes_set2,CHEMBL1326208,,O=C(NCCc1ccccc1)c1ccc2nc(N3CCOCC3)sc2c1,TZGLSELUTHHINW-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(NCCc1ccccc1)c1ccc2nc(N3CCOCC3)sc2c1,CC(CCCC1CCCCC1)C1CCC2CC(C3CCCCC3)CC2C1,367.47,26,3.105,54.46,1,5,5,4,3,0.3,0,0.75,,0
chembl_scaffold_classes_set2,CHEMBL1326210,,Cn1nc([N+](=O)[O-])c2c(-c3nc4ccccc4s3)c(N)n(C3CCCCC3)c2c1=O,CSNUVOADLRVGSU-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=c1[nH]ncc2c(-c3nc4ccccc4s3)cn(C3CCCCC3)c12,CC1CCCC2C(C3CC4CCCCC4C3)CC(C3CCCCC3)C12,424.49,30,4.007,121.87,1,7,3,5,4,0.35,0,0.39,,0
chembl_scaffold_classes_set2,CHEMBL1326368,,COc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCc4cccs4)ccc23)cc1,MIZPXLMYCWCJTE-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(NCc1cccs1)c1ccc2c(c1)sc1nc(-c3ccccc3)cn12,CC(CCC1CCCC1)C1CCC2C(C1)CC1CC(C3CCCCC3)CC12,419.53,29,5.216,55.63,1,5,5,5,5,0.0909,0,0.43,,0
chembl_scaffold_classes_set2,CHEMBL1326475,,Cc1ccc2sc(NNC(=O)C3COc4ccccc4O3)nc2c1C,MNROIKIQIXVNMC-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(NNc1nc2ccccc2s1)C1COc2ccccc2O1,CC(CCC1CC2CCCCC2C1)C1CCC2CCCCC2C1,355.42,25,3.196,72.48,2,6,3,4,3,0.2222,1,0.71,,0
chembl_scaffold_classes_set2,CHEMBL1326507,,CN(C)CCSc1nnc2sc3ccccc3n12,CDFOUWJQPXLDGX-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,c1ccc2c(c1)sc1nncn12,C1CCC2C(C1)CC1CCCC12,278.41,18,2.598,33.43,0,5,4,3,3,0.3333,0,0.69,,0
chembl_scaffold_classes_set2,CHEMBL1326567,,COc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)sc2c1,DFPRYLMPIDXCHP-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)C1CCN(S(=O)(=O)c2cccs2)CC1,CC(CC1CC2CCCCC2C1)C1CCC(C(C)(C)C2CCCC2)CC1,437.57,28,3.406,88.6,1,7,5,4,3,0.3333,0,0.66,,0
chembl_scaffold_classes_set2,CHEMBL1326568,,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc(N3CCOCC3)sc2c1,SOSYFIROXZHVTK-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(NCCc1ccccc1)c1ccc2nc(N3CCOCC3)sc2c1,CC(CCCC1CCCCC1)C1CCC2CC(C3CCCCC3)CC2C1,401.92,27,3.759,54.46,1,5,5,4,3,0.3,0,0.71,,0
chembl_scaffold_classes_set2,CHEMBL1326615,,O=C(Nc1nc2ccccc2s1)c1ccccc1[N+](=O)[O-],KIFFXCWBNBXUAR-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(Nc1nc2ccccc2s1)c1ccccc1,CC(CC1CC2CCCCC2C1)C1CCCCC1,299.31,21,3.457,85.13,1,5,3,3,3,0.0,0,0.59,,0
chembl_scaffold_classes_set2,CHEMBL1326616,,Cc1ccc(S(=O)(=O)NC(=O)CSc2nc3ccccc3s2)cc1,MVPDHUMZJWGNIU-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CSc1nc2ccccc2s1)NS(=O)(=O)c1ccccc1,CC(CCC1CC2CCCCC2C1)CC(C)(C)C1CCCCC1,378.5,24,3.202,76.13,1,6,5,3,3,0.125,0,0.69,,0
chembl_scaffold_classes_set2,CHEMBL1326680,,O=C(CSc1nc2ccccc2s1)NC1CCCC1,OADYLYORLRNWBL-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(CSc1nc2ccccc2s1)NC1CCCC1,CC(CCC1CC2CCCCC2C1)CC1CCCC1,292.43,19,3.447,41.99,1,4,4,3,2,0.4286,0,0.88,,0
chembl_scaffold_classes_set2,CHEMBL1344587,,CCOc1ccc2nc(N3CCCC(C(=O)NCCCN4CCCCC4)C3)sc2c1,SYXRVWBAJTYQCF-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=C(NCCCN1CCCCC1)C1CCCN(c2nc3ccccc3s2)C1,CC(CCCCC1CCCCC1)C1CCCC(C2CC3CCCCC3C2)C1,430.62,30,3.904,57.7,1,6,8,4,2,0.6522,1,0.64,,0
chembl_scaffold_classes_set2,CHEMBL1344619,,O=c1nc2sc3ccccc3n2c(=O)n1-c1cccc(Cl)c1,GRNUHFOJCOJSEC-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=c1nc2sc3ccccc3n2c(=O)n1-c1ccccc1,CC1CC2CC3CCCCC3C2C(C)C1C1CCCCC1,329.77,22,2.714,56.37,0,4,1,4,4,0.0,0,0.54,,0
chembl_scaffold_classes_set2,CHEMBL1344667,,Cc1ccc2nc(N=C(NS(=O)(=O)c3ccc(F)cc3)c3ccccc3)sc2c1,DVCYAAHHDHVAEL-UHFFFAOYSA-N,benzothiazole,бензотиазол,c1ccc2scnc2c1,бицикл: бензол + тиазол (N и S),серо-азотистый гетероцикл,"люциферин, флуоресцентные зонды, вулканизация","рилузол, тиофлавин",benzothiazole,1,0,O=S(=O)(NC(=Nc1nc2ccccc2s1)c1ccccc1)c1ccccc1,CC(C)(CC(CC1CC2CCCCC2C1)C1CCCCC1)C1CCCCC1,425.51,29,4.801,71.42,1,5,4,4,4,0.0476,0,0.38,,0
